TeamID,Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF
1101,67.4,24.333333333333332,59.733333333333334,5.2,15.066666666666666,13.533333333333333,17.866666666666667,7.933333333333334,20.733333333333334,13.466666666666667,11.8,7.266666666666667,2.2,18.866666666666667
1102,67.92307692307692,24.46153846153846,53.84615384615385,9.615384615384615,24.923076923076923,9.384615384615385,13.0,6.923076923076923,20.384615384615383,15.307692307692308,10.076923076923077,5.923076923076923,3.3846153846153846,17.846153846153847
1103,73.07692307692308,26.46153846153846,57.53846153846154,7.846153846153846,23.53846153846154,12.307692307692308,16.76923076923077,8.615384615384615,23.153846153846153,11.384615384615385,10.461538461538462,6.153846153846154,2.1538461538461537,18.23076923076923
1104,87.3,30.3,64.2,9.1,27.1,17.6,22.9,10.3,22.0,13.3,12.3,6.3,3.1,22.1
1105,66.29411764705883,22.58823529411765,55.88235294117647,3.4705882352941178,13.647058823529411,17.647058823529413,25.58823529411765,9.470588235294118,21.88235294117647,10.058823529411764,17.11764705882353,8.705882352941176,3.0588235294117645,22.058823529411764
1106,65.875,22.8125,64.0,6.875,23.4375,13.375,18.8125,11.125,22.125,9.9375,11.25,7.5625,2.875,20.75
1107,74.72222222222223,27.166666666666668,63.72222222222222,6.888888888888889,22.444444444444443,13.5,18.61111111111111,10.333333333333334,22.61111111111111,11.944444444444445,13.055555555555555,8.055555555555555,3.2777777777777777,19.72222222222222
1108,69.80952380952381,25.523809523809526,59.57142857142857,4.857142857142857,15.047619047619047,13.904761904761905,20.428571428571427,9.333333333333334,21.476190476190474,11.047619047619047,11.095238095238095,7.523809523809524,1.8095238095238095,17.428571428571427
1110,67.3529411764706,24.41176470588235,54.470588235294116,8.529411764705882,23.941176470588236,10.0,14.117647058823529,7.294117647058823,21.470588235294116,13.117647058823529,9.647058823529411,5.470588235294118,1.588235294117647,16.470588235294116
1111,74.41666666666667,28.333333333333332,62.083333333333336,6.5,19.166666666666668,11.25,17.333333333333332,10.833333333333334,27.416666666666668,13.583333333333334,12.0,5.75,5.75,13.833333333333334
1112,85.36363636363636,30.363636363636363,64.0909090909091,7.363636363636363,20.545454545454547,17.272727272727273,24.09090909090909,10.727272727272727,25.727272727272727,16.181818181818183,11.181818181818182,7.181818181818182,2.4545454545454546,18.454545454545453
