TeamID,Score,FGM,FGA,FGM3,FGA3,FTM,FTA,OR,DR,Ast,TO,Stl,Blk,PF
1101,75.6923076923077,25.23076923076923,56.30769230769231,4.769230769230769,14.615384615384615,20.46153846153846,28.23076923076923,8.076923076923077,22.615384615384617,10.307692307692308,13.23076923076923,8.692307692307692,2.0,20.923076923076923
1102,64.9375,22.6875,50.25,8.5,24.25,11.0625,16.9375,6.3125,18.875,13.9375,10.6875,6.6875,4.1875,17.25
1103,75.33333333333333,26.0,56.416666666666664,7.666666666666667,23.166666666666668,15.666666666666666,21.333333333333332,8.5,24.083333333333332,13.75,9.916666666666666,5.166666666666667,3.6666666666666665,15.583333333333334
1104,93.875,31.8125,65.625,12.375,31.5625,17.875,22.75,11.625,27.8125,17.6875,11.3125,8.125,4.625,17.6875
1105,72.83333333333333,23.833333333333332,54.083333333333336,5.0,15.833333333333334,20.166666666666668,27.0,9.5,22.416666666666668,11.083333333333334,12.916666666666666,6.916666666666667,4.583333333333333,19.333333333333332
1106,65.11111111111111,23.0,67.22222222222223,7.0,28.88888888888889,12.11111111111111,17.11111111111111,12.444444444444445,22.666666666666668,9.88888888888889,11.444444444444445,9.88888888888889,4.777777777777778,16.77777777777778
1107,83.41666666666667,30.25,64.75,9.333333333333334,25.5,13.583333333333334,18.833333333333332,8.666666666666666,24.083333333333332,13.333333333333334,11.583333333333334,8.0,2.75,19.166666666666668
1108,77.88888888888889,26.444444444444443,54.0,6.222222222222222,16.0,18.77777777777778,23.88888888888889,9.555555555555555,22.555555555555557,13.11111111111111,10.555555555555555,4.888888888888889,1.8888888888888888,18.0
1110,68.0,23.714285714285715,53.214285714285715,8.214285714285714,24.428571428571427,12.357142857142858,16.714285714285715,7.714285714285714,21.714285714285715,14.142857142857142,10.5,6.142857142857143,1.7857142857142858,16.428571428571427
1111,80.92307692307692,29.076923076923077,59.15384615384615,6.769230769230769,18.23076923076923,16.0,22.307692307692307,8.76923076923077,28.615384615384617,13.923076923076923,9.461538461538462,6.230769230769231,7.076923076923077,12.153846153846153
1112,93.375,33.9375,65.5625,8.9375,22.125,16.5625,23.25,12.25,29.6875,21.4375,11.75,8.5625,4.25,14.375
1113,73.0,26.066666666666666,60.4,7.466666666666667,22.466666666666665,13.4,20.533333333333335,8.066666666666666,23.6,13.333333333333334,9.8,8.8,4.2,15.533333333333333
1114,79.27777777777777,28.38888888888889,59.05555555555556,6.555555555555555,17.77777777777778,15.944444444444445,20.77777777777778,9.333333333333334,23.88888888888889,15.444444444444445,11.333333333333334,6.5,4.555555555555555,16.61111111111111
1115,72.9,23.9,54.5,9.6,28.0,15.5,20.5,5.1,24.6,16.9,13.4,6.0,2.2,14.8
